abundance,growth_rate,taxon,sample_id
0.0001310573016268,0.0127483941756166,1002367,16-0
0.0003825705157318,2.417004899960722e-11,1042156,16-0
0.0001295930165817,0.0063105897282141,1042403,16-0
0.0001525285762578,0.01031755421541,1121100,16-0
0.0001289105558967,0.0149055963769617,1121111,16-0
0.0003508964227174,1.3022752213693734e-11,1121114,16-0
0.0328837233267292,4.1539124811955313e-13,1121115,16-0
0.0007115363447143,3.930461574423824e-12,1121333,16-0
0.0002054365776153,1.7417360926063787e-11,1121334,16-0
0.0005479037946721,4.311875919762763e-12,1121344,16-0
0.0001547779171968,1.3358128868606758e-11,1122950,16-0
0.0002455941556354,1.2289841310108305e-11,1123075,16-0
0.0001410549977743,1.5923210426803405e-11,1123263,16-0
0.0002302398348905,1.2483151115167151e-11,1123313,16-0
0.0002645463568703,0.0155568839450361,1150460,16-0
0.0447023793955005,1.1006655854621225e-12,1160721,16-0
0.0006419109694048,3.169196565166212e-12,1203606,16-0
0.0018516583325273,0.0916283435985046,1203611,16-0
0.0001627769652263,3.2940408689912136e-11,1211844,16-0
0.000111388807231,0.0091774655210202,1254439,16-0
0.0127150677605518,1.0455685075032625e-12,1256908,16-0
0.0012104466652749,5.4976908014529485e-11,1322347,16-0
0.0026300354890495,0.1301340120523782,1384484,16-0
0.00070326302551,3.1140683252307904e-12,1408437,16-0
0.0002915047469548,0.0163924570011664,1410645,16-0
0.0022812867884905,0.1128851166573836,1410647,16-0
0.0224996393174854,1.1131279888652992,1437612,16-0
0.0001983457857649,3.841273264470881e-11,1547,16-0
0.0012515959049995,4.995008037543334e-11,205913,16-0
0.0012110000896756,5.6065840250977386e-11,206672,16-0
0.000154733664595,2.3448209443932542e-11,207244,16-0
0.0003790449176826,1.353313140190162e-11,213810,16-0
0.0053954730657645,3.708575555071438e-12,264199,16-0
0.0006964554961481,9.592435884396562e-12,272621,16-0
0.0006897218875894,4.385870988879844e-12,347253,16-0
0.1680837803912419,0.8504949437251971,349741,16-0
0.0001056926907893,0.0093749488586034,352165,16-0
0.0181402161538706,0.8974741511736606,367928,16-0
0.0002092649757532,0.0072076610167135,391904,16-0
0.0029021002311957,2.340354000596974e-12,411459,16-0
0.0044387380399062,8.93457678438069e-13,411460,16-0
0.0066434267399842,1.4415647810757764e-12,411461,16-0
0.0186785900567818,7.331903874523248e-13,411462,16-0
0.0031403449420867,6.888855808344903e-12,411463,16-0
0.0045600811134065,2.5781000187957493e-12,411467,16-0
0.003127982812385,3.5694604549538404e-12,411468,16-0
0.0139673158960878,2.1402646750632158e-12,411469,16-0
0.0013381701399214,5.545137663683392e-12,411470,16-0
0.0040435488091728,1.7112614790661058e-12,411471,16-0
0.0012881842951847,3.509429557167629e-12,411472,16-0
0.0008925142268915,3.3966759211320628e-12,411473,16-0
0.0012054025473488,5.376663947150449e-12,411474,16-0
0.0037139898834044,9.083752418815916e-13,411475,16-0
0.0005726954510532,4.866005716603247e-12,411479,16-0
0.0071428745912051,2.2711099231032696e-12,411483,16-0
0.0116380598939241,1.067642967796053e-12,411484,16-0
0.0097434984936506,1.5293194958985624e-12,411485,16-0
0.0056538814598423,1.7494526625002144e-12,411486,16-0
0.0022086362117109,3.226942117629953e-12,411487,16-0
0.0019045098037947,3.8248642261180416e-12,411489,16-0
0.0003624528499764,9.544529890915062e-12,411490,16-0
0.0011544841976237,4.362482923817522e-12,411902,16-0
0.0001781397475257,1.919790423689619e-11,411903,16-0
0.0013154096422285,9.248967018926405e-13,428125,16-0
0.0003184706747754,1.6417364052710214e-11,428126,16-0
0.0040023307113335,1.6985262936372404e-12,428127,16-0
0.0008016201324993,6.45027095245026e-12,428128,16-0
0.0016148070427639,0.0798914173707876,435591,16-0
0.0001123852643917,0.0057825565859347,442563,16-0
0.0001724835091585,0.020132401497663,445970,16-0
0.0053089102628303,5.289804280495363e-12,445972,16-0
0.000446298449985,5.4683790554838856e-12,445973,16-0
0.0007912892585071,5.377144161606763e-12,445975,16-0
0.0007820903230467,1.3909816246115472e-11,449673,16-0
0.0002886087848254,2.097927533046368e-11,451640,16-0
0.0036493916660467,9.866428455773108e-13,457387,16-0
0.0009627236948937,1.7147338273599169e-12,457388,16-0
0.0005597344449277,3.26861812610934e-12,457395,16-0
0.0342822468844571,1.6125903557099985e-13,457412,16-0
0.000376485836046,7.040648944836612e-12,457421,16-0
0.0002782244350422,0.0060330488406364,457424,16-0
0.0021328025899209,1.5216274552144624e-12,469589,16-0
0.0039880111262274,9.721900036066063e-13,469591,16-0
0.0013466724619056,1.4593716704945294e-12,469592,16-0
0.0001179489700667,2.303577247501576e-11,469593,16-0
0.0011997438521513,2.7370700086197957e-12,469596,16-0
0.0002156132937652,1.4472788269966256e-11,470145,16-0
0.0195713166932576,3.958501837114888e-12,470146,16-0
0.0013186476393212,8.306165724817627e-12,471875,16-0
0.0010013490161717,3.65732363018869e-12,476272,16-0
0.0010781367265735,7.655926826690059e-12,478749,16-0
0.003261695309192,0.1613885053906922,479437,16-0
0.0001949585394662,1.6441825348163826e-11,483216,16-0
0.0031513304487586,4.160718281952392e-12,483218,16-0
0.000278035058263,9.584642070589186e-12,484018,16-0
0.0027392227226277,2.0809843828484173e-12,500632,16-0
0.0015797090227587,5.1877359399628026e-12,511680,16-0
0.0363446049641123,6.204221228224502e-13,515619,16-0
0.0015210580981449,2.2700968052538934e-12,515620,16-0
0.0004524289462365,7.575535430242624e-12,518635,16-0
0.0009149703137784,3.534879014730383e-12,518636,16-0
0.0006660792360132,3.1366671711222437e-12,518637,16-0
0.0006289913418366,5.909046442159875e-12,521003,16-0
0.0010430131196997,6.540814923007266e-12,525259,16-0
0.000646027401051,1.2307275486488492e-11,525306,16-0
0.000310926186519,1.4820759072110354e-11,525362,16-0
0.0094760002334911,4.4371744995960446e-12,536231,16-0
0.0008218869605667,7.320959168609513e-12,537007,16-0
0.0014314177549563,4.864988839821913e-12,537013,16-0
0.0014608587679148,3.3295005226612865e-11,537937,16-0
0.0002453372976867,3.2493640455626627e-11,543734,16-0
0.0009703517191441,5.456818154948786e-12,545696,16-0
0.0004205139113351,7.027560255495031e-12,547042,16-0
0.0005020641189465,1.497387531784488e-11,547043,16-0
0.0015496807981663,3.4577836367978866e-11,548480,16-0
0.0043593037667402,6.932857819166101e-13,552396,16-0
0.003995815744454,1.3280291369329504e-12,552398,16-0
0.0001358703609105,0.0070870583082464,552531,16-0
0.0001150306552571,0.0059433750569429,555970,16-0
0.0002880615480512,8.300001894271733e-12,556270,16-0
0.001217990268229,4.759119726681322e-12,563193,16-0
0.00111626314039,6.242642039674383e-11,565040,16-0
0.0013290889950446,4.171898840773224e-11,565042,16-0
0.0003906849779481,5.909706030944134e-12,565653,16-0
0.0004346875070939,1.039083112327676e-11,566550,16-0
0.000705833541621,7.686014501767992e-12,566552,16-0
0.0005309048423167,1.2652684688362532e-11,568703,16-0
0.0001546045639858,0.0095755364145471,568816,16-0
0.0001437256841903,0.0064995345409819,573236,16-0
0.0001467905570461,0.0065638015435602,580050,16-0
0.0048178076453399,2.6235354474319093e-12,585394,16-0
0.0037172136003099,8.467316720920798e-13,585544,16-0
0.000128274298935,0.0115588310024722,592028,16-0
0.0056512430749978,4.114374734773606e-12,622312,16-0
0.0006544371981997,6.216308682468785e-12,626939,16-0
0.0001402855957305,5.030912791595779e-11,641112,16-0
0.0005683140786448,1.5972308121939885e-11,645463,16-0
0.0096346444027386,6.230212510266696e-12,649757,16-0
0.0007138209719507,9.087442162135235e-12,657308,16-0
0.0152244191368806,3.210665626510096e-13,657313,16-0
0.0034049156466253,4.597896036624641e-12,657314,16-0
0.0359934788334075,6.809165557907532e-13,657317,16-0
0.0026935926060429,2.351927694478413e-12,657319,16-0
0.0661719027632397,2.2987495055490533e-12,657321,16-0
0.0100187751394771,1.3684847822453444e-12,657322,16-0
0.0165848960629287,3.020349310154111e-13,657323,16-0
0.0101348300270534,1.0082551085464945e-12,658089,16-0
0.0012944262500456,1.6437053165694737e-12,658659,16-0
0.0040834911975211,6.258051739952579e-12,665943,16-0
0.0114210010104953,9.104747579287852e-13,665951,16-0
0.0008089800487358,5.2524657020618895e-12,665953,16-0
0.0564448504989414,2.793143888704529,679935,16-0
0.0021856705579415,0.1081567637782424,717959,16-0
0.0060271473379909,3.784382156480192e-12,717960,16-0
0.0049430688940016,9.474056875313741e-13,717962,16-0
0.0084456923354131,2.317287569509506e-12,718252,16-0
0.0001161539981901,0.0087853640450726,742725,16-0
0.0007926303403844,0.0396836514476586,742726,16-0
0.0001236527165664,0.0067174639392771,742729,16-0
0.0004433724228381,6.945469277835478e-12,742733,16-0
0.0012877044954412,4.283319017019244e-12,742740,16-0
0.0011155608422698,4.437530554163829e-12,742741,16-0
0.0003376967053988,6.306151351411022e-12,742742,16-0
0.000996475583147,0.0493032995978977,742743,16-0
0.1000824795547328,7.403791144940853e-12,748224,16-0
0.0003904961469658,0.0016785589698333,759350,16-0
0.0003369798942897,0.0184552250555546,762982,16-0
0.000120690533814,0.0102489015098188,763034,16-0
0.0003296675200642,0.0202451149604547,883156,16-0
0.0005277211456541,3.924413618162864e-12,888048,16-0
0.0011950263245808,5.337474949013896e-11,890402,16-0
0.000223350041285,1.0696298684919728e-11,903814,16-0
0.0002025973184699,3.378122357649619e-11,904,16-0
0.0002405097514538,9.147639716135292e-12,904306,16-0
0.0002036732554188,0.0138703032232114,997884,16-0
0.0008740812863049,3.954608130235715e-12,999410,16-0
0.0002135555039115,2.5495979938590388e-11,999412,16-0
0.0007524981781024,3.4924726737114524e-12,999413,16-0
0.000149392053362,0.0101492530210356,1002367,11-0
0.000319421598525,2.1973921038541212e-10,1042156,11-0
0.0001426362967505,2.388481361851278e-09,1042403,11-0
0.0001534702774463,0.0079702957958441,1121100,11-0
0.0001465352750578,0.0110493650922915,1121111,11-0
0.000328440920148,1.7000961008940014e-10,1121114,11-0
0.0196128402537534,5.118878259605686e-12,1121115,11-0
0.00046777371847,9.556038999485947e-11,1121333,11-0
0.0002436581474854,2.196751318274143e-10,1121334,11-0
0.0006675250471449,6.962621872988569e-11,1121344,11-0
